project_id,donor,title,year,year_uncertain,description,crs_sector_code,crs_sector_name,sector_comment,status,status_code,flow,all_recipients,sources,sources_count,funding_agency,implementing_agency,donor_agency,donor_agency_count,recipient_agencies,recipient_agencies_count,verified,verified_code,flow_class,flow_class_code,intent,intent_code,active,active_code,factiva_sources,amount,currency,deflators_used,exchange_rates_used,usd_defl,usd_current,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_condensed,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,debt_uncertian,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,updated_at,location_details,contacts,is_official_finance,SFD Official Loan,source_triangulation,field_completeness,Total Health of Record Score (triangulation + completeness)
32707,Saudi Arabia,"Saudi Arabia to Give 70,000 Tons of Cooking Gas to Egypt",2013,FALSE,"In Nov 2013, Saudi Arabia pledged to gift 700,000 tons of butane and cooking gas to Egypt (General Egyptian Petroleum Authority) due to a butane shortage. The goods are valued at 75 million USD, and were planned to be sent in two shipments in November. It is unclear how much of the 700,000 tons of butane has been disbursed. ",230,Oil & Gas Supply,,Implementation,2,Grant,Egypt,"https://global.factiva.com/aa/?ref=AHRAGEN020131115e9be0000o&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.egyptindependent.com/news/egypt-s-butane-gas-crisis-hits-poor-hardest, Media Report, including Wikileaks; http://www.reuters.com/article/2013/11/01/egypt-fuel-idUSL5N0IK4AA20131101, Media Report, including Wikileaks; http://www.egyptindependent.com/news/butane-gas-arrives-saudi-arabia, Media Report, including Wikileaks",4,,,,,"Egyptian General Petroleum Corporation, State-Owned Company",1,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=AHRAGEN020131115e9be0000o&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","75,000,000",USD,0.98,1,"73,500,000","75,000,000",,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-03 16:22,,,1,,3,6,9
32545,Saudi Arabia,"Saudi Arabia gives equivalent of $2 billion in oil and gas products to Egypt (Linked to Project ID #32544, #32543)",2013,FALSE,"In July, 2013, Saudi Arabia gave oil and gas worth 2 billion USD as part of a total of 5 billion USD in aid to Egypt. The funds were given after the overthrow of President Mohamed Mursi. The goods have been delivered and the project is complete. This project is connected to projects #32544 and #32543, which are a 1 billion USD grant and 2 billion interest-free loan.",230,Oil & Gas Supply,,Implementation,2,Grant,Egypt,"https://global.factiva.com/aa/?ref=AFPR000020130709e979006c4&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MISTNW0020130807e987000e5&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://web.archive.org/web/20130922155100/http://www.saudiembassy.net/latest_news/news07091302.aspx, Government Source (Donor/Recipient)",3,,,,,"Egyptian General Petroleum Corporation, State-Owned Company",1,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=AFPR000020130709e979006c4&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=MISTNW0020130807e987000e5&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","2,000,000,000",USD,0.98,1,"1,960,000,000","2,000,000,000",,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-10-02 11:42,,"Ibrahim al-Assaf, Saudi Finance Minister ",1,,4,6,10
32543,Saudi Arabia,"Saudi Arabia Gives $2 billion interest-free Loan to Egypt's central bank (Linked to Project ID #32544, #32545)",2013,FALSE,"In July, 2013, Saudi Arabia gave 2 billion USD interest-free loan as part of a total of 5 billion USD in aid to Egypt. The loan was given after the overthrow of President Mohamed Mursi and was deposited into Egypt Central Bank. The funds have been delivered and the project is complete. This project is connected to projects #32544 and #32545, which are a 1 billion USD grant and 2 billion USD in oil and gas",510,General Budget Support,,Completion,3,Loan (excluding debt rescheduling),Egypt,"https://global.factiva.com/aa/?ref=LBA0000020130721e97l00040&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=LBA0000020130709e979000rd&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://web.archive.org/web/20130922155100/http://www.saudiembassy.net/latest_news/news07091302.aspx, Government Source (Donor/Recipient); http://www.cbe.org.eg/nr/rdonlyres/1dbb0811-373b-4431-a350-18c24cc84a28/1655/external38.pdf, Government Source (Donor/Recipient); http://www.cbe.org.eg/NR/rdonlyres/04DF7443-48B5-478E-99A8-6A789F8C3A35/2147/EconomicReviewVolumesVol53No220122013.pdf, Government Source (Donor/Recipient)",5,,,,,"Central Bank of Egypt, Government Agency",1,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=LBA0000020130721e97l00040&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=LBA0000020130709e979000rd&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","2,000,000,000",USD,0.98,1,"1,960,000,000","2,000,000,000",,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,Interest-Free,,,,,15-09-01 11:26,,"Ibrahim Alassaf, Saudi Finance Minister ",1,,4,7,11
32542,Saudi Arabia,Saudi Arabia agreed to lend Egypt USD500 Million,2013,FALSE,"In June 2013, Egypt secured a 500 million USD loan after negotiation from Saudi Arabia. The loan is to be used to close the last of a budget deficit, with a interest rate of 3%, with a maturity of 8 years and a grace period of 2 years.",510,General Budget Support,,Pipeline: Commitment,11,Loan (excluding debt rescheduling),Egypt,"https://global.factiva.com/aa/?ref=MISTNW0020130624e96o000s2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.egyptindependent.com/news/egypt-borrow-us500-million-saudi-arabia, Media Report, including Wikileaks; http://www.dailynewsegypt.com/2013/06/24/egypt-negotiating-500m-loan-with-saudi-arabia/, Media Report, including Wikileaks",3,,,,,,,Checked,1,ODA-like,2,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=MISTNW0020130624e96o000s2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","500,000,000",USD,0.98,1,"490,000,000","500,000,000",,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,Concessional,3,8,2,,14-09-03 14:14,,"Amr Darrag, Egyptian Planning Minister ",1,,2,6,8
32544,Saudi Arabia,"Saudi Arabia Gives 1 billion USD donation to Egypt to Support Economy (Linked to Project ID #32543, #32545)",2013,FALSE,"In July, 2013, Saudi Arabia gave a 1 billion USD grant as part of a total of 5 billion USD in aid to Egypt. The funds are unclear whether given to Central Bank of Egypt or the government of Egypt and were given after the overthrow of President Mohamed Mursi. The funds have been delivered and the project is complete. This project is connected to projects #32543 and #32545, which are a 2 billion USD interest-free loan and 2 billion USD worth of oil and gas.",510,General Budget Support,,Completion,3,Grant,Egypt,"https://global.factiva.com/aa/?ref=AFPR000020130709e979006c4&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://web.archive.org/web/20130922155100/http://www.saudiembassy.net/latest_news/news07091302.aspx, Government Source (Donor/Recipient); http://english.alarabiya.net/en/business/economy/2013/07/09/Saudi-Arabia-approves-5-billion-aid-package-to-Egypt.html, Media Report, including Wikileaks; https://news.yahoo.com/saudi-arabia-promises-5-billion-egypt-181011655.html, Media Report, including Wikileaks; http://www.cbe.org.eg/NR/rdonlyres/F65A4340-DD1B-45A9-9F5A-F1F7F5AD8297/2228/EconomicReviewVolumesVol53No320122013.pdf, Government Source (Donor/Recipient); http://www.reuters.com/article/2013/07/09/us-egypt-protests-saudi-aid-idUSBRE9680QT20130709, Media Report, including Wikileaks; http://www.hurriyetdailynews.com/egypt-to-get-5-billion-in-fresh-aid-from-saudi-arabia.aspx?pageID=238&nID=58829&NewsCatID=344, Media Report, including Wikileaks",7,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=AFPR000020130709e979006c4&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","1,000,000,000",USD,0.98,1,"980,000,000","1,000,000,000",,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,14-06-19 11:14,,"Ibrahim al-Assaf, Saudi Finance Minister ",1,,7,7,14
32541,Saudi Arabia,Saudi Arabia delivers 561 tons of dates to WFP for Egypt,2013,FALSE,"In May 2013, Saudi Arabia donated 561 tons of dates to the World Food Programme for development projects in Egypt, which are valued at 5.5 million EGP. The dates will be distributed to the poorest families and food-insecure areas in upper Egypt to school children as well as other food-for-assets programs.",520,Developmental Food Aid/Food Security Assistance,,Completion,3,Grant,Egypt,"https://global.factiva.com/aa/?ref=SAUDPA0020130517e95h00017&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.wfp.org/news/news-release/saudi-arabia-supports-wfp-development-programmes-egypt-promote-education-and-comba, Media Report, including Wikileaks",2,,,,,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=SAUDPA0020130517e95h00017&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","5,500,000",EGP,0.98,0.13,"700,700","715,000",,,,,1,Egypt,651,142,Egypt,EGY,EG,818,469,FALSE,FALSE,FALSE,FALSE,,,,,,15-08-28 12:18,"fayoum, menia, sohag, beni suief, assiut, Red Sea area, High Dam Lake area","Jia Petro Perdinyon, permanent representative of the UNWFP's office in Egypt ",1,,1,7,8
31676,Saudi Arabia,SFD offers 56.25 million SR loan for Gode-Kebri Dehar electrification project,2013,FALSE,"In March 2013, the Saudi Fund for Development (SFD) and the Ethiopian government signed an agreement for 15 million USD (56.25m Saudi riyal) to partially finance the Gode-Kebri Dehar rural electrification project in southeastern Ethiopia. The project is co-financed by a 10 million USD loan from the Arab Bank for Economic Development and 15 million USD from the OPEC Fund for Economic Development. The project is expected to have a total cost of 191.7 million SR. This project will supply electric power supply to rural areas in the Somali Regional State and boost socio-economic development and minimize poverty levels in rural areas. The project consists of the following two sections: A. Provision and installation of 132 kv electric power transmission lines from Gode to Kebridhar city. B. The Substation including supplying and installing materials and equipment to the 132/33 kv and 25/20 mv substation located close to Kebridhar city; besides to executing the civil works necessary for the accomplishment of this purpose. C. Electric distribution networks including supplying and installing the equipment and materials required for the electric distribution networks for about 34 villages. ",230,Energy Generation and Supply,,Pipeline: Commitment,11,Loan (excluding debt rescheduling),Ethiopia,"https://global.factiva.com/aa/?ref=ARNEWS0020130302e9320000d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCAP00020130303e933001e1&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.sfd.gov.sa/webcenter/faces/oracle/webcenter/page/scopedMD/s5dc73d77_7324_4d08_b347_444721019cba/Page47.jspx?_afrLoop=960045264113577&wc.originURL=%2Fspaces%2Fsfdinternet%2Fpage%2FSFD%2BActivities%2B%282010%29&wc.contextURL=%2Fspaces%2Fsfdinternet&_adf.ctrl-state=772p71orx_199, Government Source (Donor/Recipient); https://docs.google.com/a/aiddata.org/file/d/0B4w0pBeo3NLZQ2pNNVhVWlBMQlE/edit, Government Source (Donor/Recipient)",4,"Saudi Fund for Development, Government Agency","Ethiopia Electric Power Corporation, State-Owned Company","Saudi Fund for Development, Government Agency",1,"Ethiopia Electric Power Corporation, State-Owned Company",1,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=ARNEWS0020130302e9320000d&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=BBCAP00020130303e933001e1&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","56,250,000",SAR,0.98,0.27,"14,883,750","15,187,500",,,,31-Dec-16,1,Ethiopia,530,238,Ethiopia,ETH,ET,231,644,FALSE,FALSE,TRUE,FALSE,,,,,,15-09-01 12:04,Gode; Kebri Dehar,"Dr. Ibrahim Al-Assaf, Saudi Minister of Finance ; Sufyan Ahmed, Ethiopian Minister of Finance ",1,Yes,4,8,12
32921,Saudi Arabia,19 Million JD for Al-Mafraq Hospital ,2013,FALSE,"In 2013, the Saudi Fund for Development agreed to finance the construction of the 19 million JD Al-Mafraq Hospital in Jordan. The status of the project is unknown. STAFF_NOTE: Possibly funded under $1.25 billion 5 year aid pledge. See #33196. ",120,Health,,Implementation,2,Grant,Jordan,"https://global.factiva.com/aa/?ref=SABQN00020130629e96t000e2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://jordantimes.com/new-mafraq-hospital-to-be-funded-by-s-arabia, Media Report, including Wikileaks; https://www.constructarabia.com/construction-news/saudi-arabia-to-fund-jordans-new-mafraq-hospital/, Media Report, including Wikileaks",3,"Saudi Fund for Development, Government Agency",,"Saudi Fund for Development, Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=SABQN00020130629e96t000e2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","19,000,000",JOD,0.98,1.41,"26,254,200","26,790,000",,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-29 16:03,Mafraq,,1,,2,7,9
32786,Saudi Arabia,Saudi Arabia provides 200m USD grant to Jordan,2013,FALSE,"In January 2010, Saudi Arabia provided a 200 million USD grant in the form of a deposit at the Central Bank of Jordan. The grant is intended for general budget support. The transfer of funds is completed. ",510,General Budget Support,,Completion,3,Grant,Jordan,"https://global.factiva.com/aa/?ref=MENREP0020130228e92s001jp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.mof.gov.jo/Portals/0/Mof_content/%D8%A7%D9%84%D8%AA%D9%82%D8%A7%D8%B1%D9%8A%D8%B1%20%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A%D8%A9/%D8%AA%D9%82%D8%A7%D8%B1%D9%8A%D8%B1%20%D8%B5%D9%86%D8%AF%D9%88%D9%82%20%D8%A7%D9%84%D9%86%D9%82%D8%AF%20%D8%A7%D9%84%D8%AF%D9%88%D9%84%D9%8A/IMF2013_REVIEW.pdf, Government Source (Donor/Recipient)",2,,,,,"Central Bank of Jordan, Government Agency",1,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=MENREP0020130228e92s001jp&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","200,000,000",USD,0.98,1,"196,000,000","200,000,000",,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,FALSE,FALSE,,,,,,14-06-19 13:00,,,1,,3,7,10
32695,Saudi Arabia,Saudi Arabia to provide 1000 Caravans to House Syrian Refugees,2013,FALSE,"In April 2013, Saudi National Campaign for support of Syrian Brethren in Jordan pledged to provide 1,000 caravan housing units for a Zaatari refugee camp in Jordan, worth 9 million SR.",700,Emergency Response,,Implementation,2,Grant,Jordan,"https://global.factiva.com/aa/?ref=BBCMEP0020130415e94f003jt&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://web.archive.org/web/20130922162810/http://www.saudiembassy.net/latest_news/news07281301.aspx, Government Source (Donor/Recipient); http://www.mofa.gov.sa/sites/mofaen/ServicesAndInformation/news/GovernmentNews/Pages/ArticleID2013481324380.aspx, Government Source (Donor/Recipient)",3,"Saudi National Campaign to Support Syrian Brethren, Government Agency",,"Saudi National Campaign to Support Syrian Brethren, Government Agency",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=BBCMEP0020130415e94f003jt&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","9,000,000",SAR,0.98,0.27,"2,381,400","2,430,000",,,,,1,Jordan,663,549,Jordan,JOR,JO,400,439,FALSE,FALSE,FALSE,FALSE,,,,,,14-09-02 14:28,Al Zaatari Camp,"Amman Saad bin Muhanna Al-Sweden, Director of campaign office ",1,,3,7,10
