project_id,donor,title,year,year_uncertain,description,crs_sector_code,crs_sector_name,sector_comment,status,status_code,flow,all_recipients,sources,sources_count,funding_agency,implementing_agency,donor_agency,donor_agency_count,recipient_agencies,recipient_agencies_count,verified,verified_code,flow_class,flow_class_code,intent,intent_code,active,active_code,factiva_sources,amount,currency,deflators_used,exchange_rates_used,usd_defl,start_actual,start_planned,end_actual,end_planned,recipient_count,recipient_condensed,recipient_cow_code,recipient_oecd_code,recipient_oecd_name,recipient_iso3,recipient_iso2,recipient_un_code,recipient_imf_code,debt_uncertian,line_of_credit,is_cofinanced,is_ground_truthing,loan_type,interest_rate,maturity,grace_period,grant_element,updated_at,location_details,contacts,is_official_finance
32568,Qatar,"Qatar food aid to Syrian refugees in Lebanon, Turkey, Jordan (linked to project ID#32607)",2012,FALSE,"In June 2012, it was announced that Qatar Charity had approved a new package of projects to help Syrian refugees in Lebanon. The package of projects was worth 600,000 Qatari Riyals and is a part of the QR26 million allocated to 'Syria's Appeal' for refugees in Lebanon, Turkey and Jordan (project ID#32607). The first part of the project includes the distribution of food to 1,000 families at a cost of approximately QR220,000. The second part of the project was to provide mattresses, blankets and pillows to 1,000 families at a cost of QR70,000. The third part was to provide cash aid of around QR300,000 to 400 families. The distributions were to be made in the northern Lebanese villages of Akkar, Halba, Machta Hassan, Kusha, Sheikh Ayash, Al Bira, Mashha and Kweikhat, and will focus on the most vulnerable refugees - children, women and the elderly. It will be carried out in collaboration with Al Thiqa Charitable Society for Social Work. The rest of the QR26 million allocated for 'Syria's Appeal' for refugees has not been accounted for. Part of it is likely included in Qatar Charity's medical aid to Syrian Refugees in project #32607. ",700,Emergency Response,,Pipeline: Commitment,11,In-kind Grant (Goods or Services),Lebanon,"https://global.factiva.com/aa/?ref=QATRIB0020120621e86l0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.raya.com/home/print/f6451603-4dff-4ca1-9c10-122741d17432/4039537f-fce9-485d-92f2-a50e6b461dd0, Media Report, including Wikileaks; http://www.oananews.org/content/news/general/qatar-charity-installs-qr-600000-project-aid-syrian-refugees, Media Report, including Wikileaks",3,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Checked,1,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=QATRIB0020120621e86l0002t&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","600,000",QAR,1,3.65,"164,384",,,,,1,Lebanon,660,555,Lebanon,LBN,LB,422,446,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-24 13:53,,"Mohammed Salam al Mubarak Adsani, Executive Director of International Operations (Qatar Charity)",1
33046,Qatar,Qatar provides technical assistance to youth financial services,2012,FALSE,"In May 2012 Silatech initiated Boudour, a Youth Loan Project, in Morocco to provide 10,000 loans to young microentrepreneurs over 2 years and technical assistance for financial services. Silatech is partnered with Attawfiq, formerly Fondation Banque Populaire de Microcrթdit. ",240,Banking and Financial Services,,Implementation,2,In-kind Grant (Goods or Services),Morocco,"http://www.silatech.com/home/project-countries/morocco, Government Source (Donor/Recipient); http://www.silatech.com/home/news-events/silatech-news/silatech-news-details/2013/06/09/hh-sheikha-moza-chairs-silatech-board-meeting-meets-moroccan-youth, Government Source (Donor/Recipient)",2,"Silatech, Foundation; Fondation Banque Populaire de Microcrթdit, Foundation",,"Silatech, Foundation",1,"Fondation Banque Populaire de Microcrթdit, Foundation",1,Check,0,ODA-like,2,Development,1,Active,1,,,,,,,,,,,1,Morocco,600,136,Morocco,MAR,MA,504,686,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-21 12:13,,,0
32370,Qatar,Qatar Charity sets up urgent relief fund for 2012 Pakistan flood victims (Linked to Project ID #32367),2012,FALSE,"In October 2012 Qatar Charity sent relief goods to Pakistan flood victims including 14,000 meals, 700 hygiene kits, 1,400 plastic shelters, 20 tents, and 26 pices of kitchenware. In addition, Qatar Charity agreed with UNICEF to provide drinking water costing 800,000 QR, 500 toilets, 7,500 food packets, and 30 water tanks (project ID#32367). STAFF_NOTE: Link to project ID#32367. ",700,Emergency Response,Pakistan flood relief,Completion,3,In-kind Grant (Goods or Services),Pakistan,"https://global.factiva.com/aa/?ref=GUTIME0020121003e8a20000h&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",1,"Qatar Charity, National NGO",,"Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=GUTIME0020121003e8a20000h&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 17:46,,,0
32403,Qatar,Qatar to provide free land and cost of construction of new Pakistan embassy,2012,FALSE,"In 2012, the Qatari Government donated an 8143 m squared plot of land and financed the construction of a new building of the Pakistani Embassy in Doha. The new building is for strengthening the ties between Qatar and Pakistan. The current status of the project is unknown. ",150,Government and Civil Society,,Implementation,2,Monetary Grant (excluding debt forgiveness),Pakistan,"https://global.factiva.com/aa/?ref=PAKBNK0020120208e828000cg&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://app.com.pk/en_/index.php?option=com_content&task=view&id=178671&Itemid=2, Media Report, including Wikileaks",2,,,,,,,Check,0,OOF-like,3,Representational,3,Active,1,"https://global.factiva.com/aa/?ref=PAKBNK0020120208e828000cg&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 17:16,,,0
32367,Qatar,Qatar Charity and Unicef provide relief for 2012 Pakistan flood victims (Linked to Project ID #32370),2012,FALSE,"Through an agreement with UNICEF in 2012, Qatar agreed to provide 800,000 QR in water and sanitation services to Pakistan flood victims. The goods include 500 toilets, 7500 food parcels, 30 water tanks, 200,000 chlorine tablets and two mobile water tanks. The status of this project is unknown.",700,Emergency Response,Pakistan flood relief,Pipeline: Commitment,11,In-kind Grant (Goods or Services),Pakistan,"https://global.factiva.com/aa/?ref=GUTIME0020121003e8a20000h&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=QATRIB0020121019e8aj00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",2,"Qatar Charity, National NGO","United Nations Children's Fund (UNICEF), Multilateral","Qatar Charity, National NGO",1,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=GUTIME0020121003e8a20000h&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=QATRIB0020121019e8aj00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",800000,QAR,1,3.65,"219,178",,,,,1,Pakistan,770,665,Pakistan,PAK,PK,586,564,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-05 10:51,Southern Punjab,,0
32331,Qatar,Qatar to loan South Sudan 100 million USD,2012,FALSE,"In September 12, 2012 South Sudan obtained a 100 million USD credit line from the Qatar National Bank to import basic commodities such as food, fuel, building materials, and medicine after their oil shutdown. The credit line was for one year, and reports say South Sudan struggled to repay the loan and stopped paying workers' salaries.",230,Energy Generation and Supply,,Pipeline: Pledge,12,Loan (excluding debt rescheduling),South Sudan,"https://global.factiva.com/aa/?ref=SUDTRI0020120511e85b0002x&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.voanews.com/content/south-sudan-civil-service-foreign-loans-salaries/1795044.html, Media Report, including Wikileaks; http://www.africareview.com/Business---Finance/South-Sudan-gets-Qatari-credit-line/-/979184/1504926/-/1549dgbz/-/index.html, Media Report, including Wikileaks; http://english.alarabiya.net/articles/2012/09/17/238546.html, Media Report, including Wikileaks",4,"Qatar National Bank, Private Sector",,"Qatar National Bank, Private Sector",1,,,Check,0,OOF-like,3,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=SUDTRI0020120511e85b0002x&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",100000000,USD,1,1,"100,000,000",,,,,1,South Sudan,,,,SSD,SS,728,,FALSE,TRUE,FALSE,FALSE,,,,,,14-07-24 13:01,,"Marial Awou Yol, South Sudan Deputy Finance Minister ",0
32335,Qatar,Qatar gives Sudan 150 million USD grant,2012,FALSE,"Qatar provided a grant of 150 million USD to Sudan in September 2013. The money is to be used for tourism and antiquities at the Northern and River Nile states. The project was announced by Rapporteur of the Higher Investment Council, Dr Mustafa Uthman Isma'il.",330,Trade and Tourism,,Completion,3,Monetary Grant (excluding debt forgiveness),Sudan,"https://global.factiva.com/aa/?ref=BBCMEP0020120913e89d00565&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://allafrica.com/stories/201209150347.html, Media Report, including Wikileaks",2,,,,,,,Check,0,ODA-like,2,Mixed (Some Development),6,Active,1,"https://global.factiva.com/aa/?ref=BBCMEP0020120913e89d00565&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","150,000,000",USD,1,1,"150,000,000",,,,,1,Sudan,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,FALSE,FALSE,,,,,,14-07-27 17:43,,"Dr Mustafa Uthman Isma'il, Rapporteur of the Higher Investment Council ",0
32361,Qatar,Qatar Charity builds community center for Sudan residents (Linked to Project ID #32365 and #32362),2012,FALSE,"In January 2013 Qatar Charity implemented the first phase of a reconstruction project in Darfur, which includes a multi-service center at the cost of 1.13 million QR at Marla village. The total cost for reconstruction in Darfur is 22 million QAR and the initiative is jointly implemented by Qatar Charity, Qatar Red Crescent, Eid Charity and Sheikh Thani bin Abdullah Foundation for Humanitarian Services 'RAF'. The project also includes a project for community reconciliation at a cost of QR3,650,000 and a housing project at a cost of QR3,650,000, besides a collection of income earning projects to help locals resettle.",160,Other Social infrastructure and services,,Implementation,2,In-kind Grant (Goods or Services),Sudan,"https://global.factiva.com/aa/?ref=GUTIME0020121209e8c800007&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.qcharity.com/en/index.php?option=com_content&view=article&id=162:qatar-charity-implements-first-phase-of-qar-22-million-darfur-reconstruction-project&catid=1:news, Government Source (Donor/Recipient)",2,,"Eid Charity, National NGO; Sheikh Thani bin Abdullah Foundation for Humanitarian Services (RAF), Government Agency; Qatar Charity, National NGO; Qatar Red Crescent Society, National NGO","Eid Charity, National NGO; Sheikh Thani bin Abdullah Foundation for Humanitarian Services (RAF), Government Agency; Qatar Charity, National NGO; Qatar Red Crescent Society, National NGO",4,,,Check,0,ODA-like,2,Development,1,Active,1,"https://global.factiva.com/aa/?ref=GUTIME0020121209e8c800007&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","11,300,000",QAR,1,3.65,"3,095,890",,,,,1,Sudan,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-27 17:44,Marla,"Dr Tijani el-Sissi, chairman of the transitory authority of Darfur ; Rashid al-Nuaimi, mbassador of Qatar to Sudan ; Mohamed al-Adsani, Qatar Charity representative ",0
32365,Qatar,Qatar Charity builds housing project worth 3.65 million Qatari Riyals in Sudan (linked to project id #32361 and #32362),2012,FALSE,"Jan 2013 - Qatar Charity has implemented the first phase of a reconstruction project in Darfur, which includes a housing project worth 3.65 million QR. The total cost for reconstruction in Darfur is 22 million QAR and the initiative is jointly implemented by Qatar Charity, Qatar Red Crescent, Eid Charity and Sheikh Thani bin Abdullah Foundation for Humanitarian Services 'RAF'. The project also includes a project for community reconciliation at a cost of QR3,650,000 and a multi-service center at a cost of QR11,300,000 besides a collection of income earning projects to help locals resettle. This project is linked to projects ID #32361, #32362",160,Other Social infrastructure and services,,Implementation,2,In-kind Grant (Goods or Services),Sudan,"http://www.qcharity.com/en/index.php?option=com_content&view=article&id=162:qatar-charity-implements-first-phase-of-qar-22-million-darfur-reconstruction-project&catid=1:news, Government Source (Donor/Recipient); http://www.gulf-times.com/qatar/178/details/334919/qc-aid-for-south-darfur-state-residents, Media Report, including Wikileaks",2,,"Qatar Charity, National NGO; Qatar Red Crescent Society, National NGO; Eid Charity, National NGO; Sheikh Thani bin Abdullah Foundation for Humanitarian Services (RAF), Government Agency","Qatar Charity, National NGO; Qatar Red Crescent Society, National NGO; Eid Charity, National NGO; Sheikh Thani bin Abdullah Foundation for Humanitarian Services (RAF), Government Agency",4,,,Check,0,ODA-like,2,Development,1,Active,1,,"3,650,000",QAR,1,3.65,"1,000,000",,,,,1,Sudan,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-27 15:49,Darfur,"Dr Tijani el-Sissi, chairman of the transitory authority of Darfur ; Rashid al-Nuaimi, ambassador of Qatar to Sudan ; Mohamed al-Adsani, Qatar Charity representative ",0
32362,Qatar,Qatar Charity implementing community reconciliation project in Sudan (Linked to Project ID #32361),2012,FALSE,"In Jan. 2013, Qatar Charity implemented the first phase of a reconstruction project in Darfur, which includes a social harmony project worth 3.65 million QR. The total cost for reconstruction in Darfur is 22 million QAR and the initiative is jointly implemented by Qatar Charity, Qatar Red Crescent, Eid Charity and Sheikh Thani bin Abdullah Foundation for Humanitarian Services 'RAF'. The project also includes a project for housing at a cost of QR3,650,000 (project ID# 32365) and a multi-service center at a cost of QR11,300,000 (project ID# 32361) besides a collection of income earning projects to help locals resettle. This project is linked to projects ID #32361, #32365",160,Other Social infrastructure and services,,Implementation,2,Monetary Grant (excluding debt forgiveness),Sudan,"http://www.qcharity.com/en/index.php?option=com_content&view=article&id=162:qatar-charity-implements-first-phase-of-qar-22-million-darfur-reconstruction-project&catid=1:news, Government Source (Donor/Recipient); http://www.qatar-tribune.com/viewnews.aspx?d=20131126&cat=nation4&pge=3, Media Report, including Wikileaks; http://www.gulf-times.com/qatar/178/details/371837/-qatar-charity-carries-out-key-socio-economic-projects-in-south-darfur, Media Report, including Wikileaks",3,,"Qatar Charity, National NGO; Eid Charity, National NGO; Sheikh Thani bin Abdullah Foundation for Humanitarian Services (RAF), Government Agency; Qatar Red Crescent Society, National NGO","Qatar Charity, National NGO; Eid Charity, National NGO; Sheikh Thani bin Abdullah Foundation for Humanitarian Services (RAF), Government Agency; Qatar Red Crescent Society, National NGO",4,,,Check,0,ODA-like,2,Development,1,Active,1,,"3,650,000",QAR,1,3.65,"1,000,000",,,,,1,Sudan,625,278,Sudan,SDN,SD,736,732,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-27 15:48,,"Dr Tijani el-Sissi, chairman of the transitory authority of Darfur ; Rashid al-Nuaimi, ambassador of Qatar to Sudan ; Mohamed al-Adsani, Qatar Charity representative ",0
33759,Qatar,Emergency support to young rural Tunisians,2012,FALSE,"In 2012, Silatech entered a partnership with World Bank, Japan Social Development Fund (JSDF), and Tunisiana to develop a program for youth in rural Tunisia. The program will provide emergency income support and short-term employment opportunities to approximately 3,000 youth (18-34) to help them meet basic needs through cash-for-work, training, internship and self-employment.",160,Other Social infrastructure and services,,Implementation,2,Vague-TBD,Tunisia,"http://www.silatech.com/home/project-countries/tunisia, Government Source (Donor/Recipient); http://www.silatech.com/home/news-events/silatech-news/silatech-news-details/2012/06/01/silatech-world-bank-support-youth-livelihood-in-remote-tunisian-areas, Government Source (Donor/Recipient); http://www.qatar-tribune.com/data/20120601/content.asp?section=Nation3_2, Media Report, including Wikileaks",3,"Japan Social Development Fund; World Bank, Multilateral; Silatech, Foundation",Tunisiana,"Tunisiana; Japan Social Development Fund; World Bank, Multilateral",3,,,Check,0,ODA-like,2,Development,1,Active,1,,,,,,,,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,TRUE,FALSE,,,,,,14-07-24 14:24,,,0
33115,Qatar,"Qatar offers 20,000 jobs to Tunisia youth (linked to project ID #33114)",2012,FALSE,"In April of 2012, Qatar offered 20,000 jobs to Tunisian college-graduates. This came at the same time as an announcement of a 1 billion USD loan project (Project ID #33114, #33837) to support Tunisia on the heels of its political revolution. A media report estimated the 2011 unemployment rate in Tunisia to be approximately 19%.",160,Other Social infrastructure and services,,Pipeline: Commitment,11,Scholarships/training in the donor country,Tunisia,"https://global.factiva.com/aa/?ref=APRS000020120425e84p001m4&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFMAEN0020120427e84q00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ARBUS00020120426e84q0002u&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=XNEWS00020120426e84q007n2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ATGUAE0020120428e84s00005&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",5,,,,,,,Check,0,OOF-like,3,Development,1,Active,1,"https://global.factiva.com/aa/?ref=APRS000020120425e84p001m4&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=AFMAEN0020120427e84q00002&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ARBUS00020120426e84q0002u&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=XNEWS00020120426e84q007n2&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; https://global.factiva.com/aa/?ref=ATGUAE0020120428e84s00005&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",,,,,,,,,,1,Tunisia,616,139,Tunisia,TUN,TN,788,744,FALSE,FALSE,FALSE,FALSE,,,,,,14-08-04 15:16,,,0
